cov1,cov2,cov3,cov4,cov5,cov6,cov7,sal_pur_rat,igst_itc_tot_itc_rat,lib_igst_itc_rat
0.50936985,0.98521596,-0.87734324,-0.6359026,0.009752316,0.6375709,0.95363945,-0.014325077,0.83090955,-0.05712788
1.0019226,0.94025326,0.021634448,0.020635515,0.44669196,0.50270146,0.0016381427,-0.03304592,-0.7278104,-0.04778246
1.0112627,0.82791454,0.87164503,0.4654174,0.33965257,0.4711284,0.82549345,-0.02949508,-0.605989,-0.052294716
1.0025032,0.96594244,1.0293187,1.0604507,0.004389586,0.53981435,0.12489939,-0.0275019,-1.0572094,-0.03158105
0.9937801,0.97606564,0.23187886,0.25336212,-0.00026023586,0.97403693,0.72085625,-0.03161782,-0.9284202,-0.049212314
0.995409,0.94346964,0.63932747,0.59599304,-0.0018301514,0.8474202,0.8670672,-0.03175667,0.8386831,-0.05319547
0.99503094,1.0053561,0.8743643,0.8917793,0.0008725057,-0.14813194,0.30722445,-0.030862994,-0.7912658,-0.053915624
0.49716282,0.6409421,0.052014727,-0.23515615,0.93537694,0.61649704,0.76520723,-0.0318203,0.24090688,-0.050718993
0.9862695,1.0041033,0.96437514,0.9265704,-0.0010053833,0.2202329,0.85261244,-0.030273126,0.20804611,-0.056161128
1.0009338,0.97773796,0.10653044,0.06160058,0.094749324,0.6025874,0.77748173,-0.032498784,0.18931133,-0.052258346
0.96002316,0.7058706,0.4404547,0.2709791,0.59959185,0.36303177,0.5188916,-0.031942435,0.10518702,-0.052821208
0.99830383,1.0014712,0.5297878,0.5271142,0.0021937545,0.280849,0.6414408,-0.033584587,-0.24600369,-0.053826258
0.98303294,0.9592858,0.59632427,0.6565007,0.0002880263,1.0181873,0.9948975,-0.032643598,1.9358479,-0.05506716
0.9975659,0.83938473,0.100441,-0.05575438,0.003622042,0.282623,0.42987832,-0.031597186,-0.266972,-0.05399544
0.988618,0.51260024,0.1030311,-0.1271165,0.006009117,0.048482988,0.69151986,-0.032125734,0.69699633,-0.053917434
0.989003,1.0168921,0.11432078,0.11714024,0.0047619175,0.5590101,0.45261633,-0.03308679,-0.8108231,-0.052616343
0.99362695,0.3076681,-0.09858051,-0.2028544,0.0069608726,0.5718533,-0.06621423,-0.03197542,-1.0051371,-0.047906794
0.9953812,0.997542,0.938803,0.86554414,-0.00020827177,0.55585617,0.18913275,-0.031443242,-0.4891844,-0.05460915
0.99507093,0.6984095,0.73567504,0.51607406,0.0026112814,-0.09309258,0.68966234,-0.032327354,0.28764665,-0.05232709
0.99939287,0.96510077,0.5990917,0.52884984,-0.00026355882,0.21797234,1.0155121,-0.032826323,2.1043124,-0.05390054
0.96202564,0.96783644,0.46342188,0.6091399,0.006814584,0.71806985,1.0060672,-0.032690108,2.2097664,-0.055876702
0.9909568,0.95134556,-0.18883175,-0.2800658,0.005412223,0.9320098,0.36467904,-0.03241756,-0.995253,-0.0450653
0.9621106,0.9811092,-0.45077813,-0.38672745,0.0042350236,0.6433418,0.9724459,-0.03355359,1.9255098,-0.054951254
0.9893042,0.8165263,-0.26240644,-0.32549584,0.06502573,0.89736146,0.40300876,-0.032368667,-0.07695233,-0.05190763
0.97557324,0.55270433,0.39768398,0.13926561,0.00413773,0.8030506,0.6516596,-0.03169178,-0.06044579,-0.053156257
0.99656063,0.9525929,-0.11698043,-0.032151967,-0.0006137212,0.64807487,0.847321,-0.03280144,0.19102529,-0.05219508
0.97943455,0.9582365,-0.099425465,-0.052132323,0.0005212034,0.7376002,0.8155656,-0.032582518,0.7261038,-0.054429162
0.9938297,0.99895376,0.4376017,0.40383762,0.00060258235,0.58788115,0.9504494,-0.033038482,0.6114581,-0.05383654
1.0000796,1.0158219,-0.04408109,-0.04722686,-0.00014630157,0.7556583,-0.017471643,-0.03255314,-0.6999445,-0.052000172
0.99211395,0.95591277,0.9160959,0.8207967,0.027519539,0.55773073,0.43596652,-0.027441753,0.10420359,-0.051418487
0.86898065,0.7671275,-0.49481696,-0.7345219,0.56123215,0.8851786,0.45436049,-0.03288909,-0.58913076,-0.05052801
0.9916268,1.0036052,0.00018158843,-0.0396934,-0.00011481169,0.9465553,0.24265242,-0.032528777,0.045083757,-0.053791218
0.9954284,1.0014341,-0.14315239,-0.08512163,0.00041382934,0.93814033,0.7481884,-0.032847084,1.1224902,-0.054467287
0.9864837,0.95125717,0.34733537,0.6208085,0.09867385,-0.3300008,0.95295084,-0.032825403,1.6785402,-0.05363515
0.98635155,0.8103521,0.030015979,-0.050584823,0.0036733504,0.30048397,0.56055385,-0.032444738,-0.7008441,-0.052220263
0.88290095,0.82935834,0.53256655,0.21138184,0.003554603,0.8285648,-0.3327656,-0.033479363,-1.0530702,-0.00802365
0.9952275,0.99586517,-0.29066432,-0.25966358,-0.0004482736,0.93247116,0.771279,-0.033232484,-0.7051258,-0.052483294
0.9917794,0.9714955,0.44099194,0.4182997,-0.0022379886,0.86084664,0.63916194,-0.032390703,0.10184049,-0.053067118
0.9958982,0.9676456,0.5861593,0.46855697,-0.0020451378,0.45757377,0.6725785,-0.03164731,-0.49565682,-0.05194333
0.98491263,0.9552385,-0.33933026,-0.22247031,0.0017591658,0.11880378,0.9667249,-0.0328235,1.7950442,-0.054642614
0.92995876,0.9080097,-0.080523014,-0.13013428,0.15576546,0.6733719,0.034763426,-0.03169034,-1.0184895,-0.045807626
0.9929297,0.9936849,0.45361248,0.3740973,-0.0013948699,0.9873569,0.96859986,-0.03297648,0.82416195,-0.054733627
0.9656861,0.9301576,0.32295522,0.22095393,0.0029592272,0.17461741,0.36579344,-0.033289667,-0.96348286,-0.03322238
0.99353796,0.95981765,0.17421845,0.18275699,0.0029410068,0.8969738,1.0004905,-0.032012135,1.767936,-0.055658944
0.99786127,0.9998481,-0.1919859,-0.20926061,0.002554005,0.664541,0.23228818,-0.03306852,-0.5577199,-0.05120854
1.0032865,0.95857877,-0.37106508,-0.39622664,0.0015242713,0.9135197,0.43374088,-0.03252328,-0.9911,-0.048455663
0.9966691,0.48478726,0.34312662,-0.024940386,0.0029218849,0.505848,1.0274168,-0.031483803,1.7287835,-0.053257167
0.998213,0.92356944,-0.17379162,-0.2329872,0.0023849402,0.9793681,-0.08165756,-0.032457028,-0.7954212,-0.05186542
0.9589336,0.82737297,0.2924664,0.232255,0.001483796,0.7083193,0.87117463,-0.031957984,1.624073,-0.05566057
0.8921074,0.72711134,0.54598635,0.1196515,0.0076720677,0.46013373,0.06787199,-0.03503031,-0.6049045,-0.051944967
0.99086815,1.0108361,-0.11154798,-0.090117335,0.0047652256,0.1828636,0.7360615,-0.033253077,-0.66556656,-0.05250845
0.99821824,0.96660125,0.2887668,0.3871138,0.0017360243,0.8483855,0.43030033,-0.03260398,-1.0143529,-0.038008325
0.83354664,0.98352796,-0.27922964,-0.4849177,-0.0011792501,0.675737,-0.06149754,-0.033409275,-1.0352756,-0.050341174
0.9860587,0.9646337,0.42377,0.45006368,0.0015120077,0.46082848,0.3645299,-0.031878807,-0.9829975,-0.038173463
0.992181,1.0254148,0.89134145,0.8002896,0.00054171483,0.30027023,0.73895323,-0.03177846,-0.5139789,-0.054418206
0.9733397,0.63768494,0.25737965,-0.083656296,0.0021157805,0.6735784,0.5199562,-0.031291198,-0.9034955,-0.051808488
0.7974855,0.1772716,1.0352002,0.5062594,0.875534,0.8883954,0.986802,-0.03129529,1.7395232,-0.057771966
1.0007778,0.9643382,0.7319422,0.6374792,-0.02760511,0.93697613,0.55782557,-0.031148907,-0.57511216,-0.05332474
1.0018303,0.9540804,0.005155596,-0.11525631,0.47902223,0.8433133,1.0076017,-0.032785352,1.7425033,-0.05285421
0.93255675,-0.13902777,0.4675696,0.111538395,0.014059015,0.123440064,-0.06914255,-0.029080674,-0.694486,-0.04192271
0.5071889,0.8899117,0.8133126,0.11978399,0.0103752315,0.43093124,0.6295683,-0.008479761,-0.34553373,-0.055623993
0.99434793,0.9439654,-0.15578514,-0.24961251,0.0028823111,0.57900184,0.094726145,-0.032734644,-0.8901166,-0.0456972
0.9929263,-0.0025385006,0.51380014,-0.31847718,0.0052579027,0.89282817,0.36215192,-0.031328775,-0.8579289,-0.049756583
0.99234194,0.8158631,-0.06135082,-0.014254078,0.0073282328,-0.4454207,1.044076,-0.032587327,2.239837,-0.055123806
0.9941635,0.981602,0.64929277,0.6440286,-0.00038884406,0.68999004,0.7775889,-0.032433253,-0.5384662,-0.052473776
0.9865382,0.90505564,0.85335445,0.8064706,-0.00071100343,0.4240792,0.81776685,-0.031018274,-0.58127207,-0.05514094
0.9806453,0.8463524,0.9614458,0.8836352,0.0017255897,0.8813225,0.9883246,-0.031337265,2.248839,-0.055317882
0.99397415,0.9519658,0.6416596,0.6747014,-0.0019618366,0.88152057,0.853783,-0.032260243,-0.15213089,-0.053386215
1.0026703,0.79847705,0.49673915,0.25649276,0.36649877,0.30311745,0.50359607,-0.030892644,0.23996422,-0.054010827
0.99421453,0.9784733,0.26017603,0.23240866,-9.4418565e-06,0.8275403,0.89662766,-0.032426093,1.6852114,-0.054182123
0.99793893,1.0168718,0.14744116,0.18238929,0.0014082956,0.5446817,0.9912503,-0.032704446,1.7787095,-0.054416146
0.9940453,0.89148635,0.0010478228,-0.088037595,0.0018113236,0.6935666,0.43040255,-0.032573417,-0.7695129,-0.052742947
0.9951407,0.9784025,-0.22870645,-0.32318696,0.0021769796,1.0363468,-0.07897863,-0.03278816,-0.94827735,-0.047002327
0.9997233,0.9697545,0.7301458,0.75753695,-3.2876765e-06,0.6903099,0.931261,-0.03178912,1.8112397,-0.056154214
0.99614954,1.0065447,0.78174895,0.73026705,0.00082432653,0.57671696,0.24441859,-0.03314569,-0.816929,-0.052267116
0.99688435,0.9702971,-0.1204752,-0.15477183,0.00407386,0.32950574,0.07843658,-0.032916203,-0.9664065,-0.044138074
0.9845934,0.97876036,-0.5224378,-0.5149448,0.0046955068,0.4962487,0.80634457,-0.03353378,-0.20202751,-0.05392209
0.9742669,0.9951145,0.512851,0.634114,0.84140104,-0.21489117,0.7970478,-0.03263556,-0.61178845,-0.053538945
0.9614131,0.9357371,0.39592215,0.13034365,0.0014198216,0.48547393,0.60939986,-0.03334298,0.12976709,-0.05285044
0.42830852,0.50942713,0.5832367,-0.051487923,0.011413181,0.48005843,0.9355336,-0.030669566,0.11940701,-0.054921143
0.9930763,0.9568411,-0.39805037,-0.33341417,0.0014831031,0.41558295,0.89569503,-0.033031847,1.191078,-0.05387759
0.9030443,0.9736475,0.39029163,0.16398911,0.001869859,0.74492025,0.5155953,-0.032714255,0.11941424,-0.053719062
0.9945086,0.9782895,-0.13801783,-0.21494126,0.0026881676,0.94277453,0.64900905,-0.032886866,-0.83297557,-0.049422815
0.9920795,0.9918372,0.23735139,0.27332795,0.0003283004,0.9086038,0.957264,-0.033035077,1.4598682,-0.05514849
0.77741635,0.54105866,-0.5345548,-0.13746187,0.95992815,0.34237534,0.105716825,-0.031555936,-1.0711334,-0.04107837
0.99191976,0.53118235,-0.1817556,-0.37907672,0.0035241675,0.67878807,0.16996497,-0.03217405,-0.9582361,-0.046403993
0.9968133,0.75472444,1.0897962,0.74438465,-0.5662198,0.6370519,0.898933,-0.03138305,-0.28411704,-0.055299293
0.9865316,1.0090312,-0.26326755,-0.27066445,-0.001007015,0.77361065,0.9731852,-0.032656707,1.4002867,-0.055099413
0.9958942,0.95372725,0.56120247,0.4256861,-0.36358795,0.9275747,0.6437126,-0.0324504,-0.38325763,-0.053367943
0.99683875,0.94252366,0.7581972,0.6029792,-0.6148256,0.9041172,0.8862452,-0.032415662,0.12610903,-0.05554527
1.002994,0.9893606,0.18739638,0.23204188,0.0037382636,0.57161254,0.22599944,-0.033562835,-0.8454047,-0.05013346
0.7986115,-0.29054844,0.55101293,0.01550138,-0.18824042,0.06566999,1.1149105,-0.030763324,1.680911,-0.054662403
0.81662333,-1.0009005,0.7465797,-0.07452735,0.027732547,0.4795656,0.5576733,-0.031090928,1.4148189,-0.05332937
0.85051644,0.9371244,-0.8905124,-1.0249722,-0.001282802,0.26141083,0.42126036,-0.035269756,-0.7174106,-0.052469745
1.0077931,0.9688641,-0.4075265,-0.4978174,0.01891761,0.2515674,-0.15813705,-0.033447787,-1.1461233,0.07907443
0.98484814,0.9564174,-0.0010789157,0.10781538,-0.001437558,0.8411979,0.33962056,-0.032110088,0.3679585,-0.052790344
1.0126837,0.6348048,0.260211,0.13908373,0.003119791,-0.112150095,-0.3022829,-0.032149453,-0.9362039,-0.027351245
0.90520746,0.955441,0.18304223,0.15407628,0.0014406497,0.85193807,0.16415554,-0.032684702,-0.9185817,-0.05128027
0.99635947,0.8509939,-0.2760897,-0.23539379,0.003911795,0.82810867,0.9100646,-0.032002937,1.0356872,-0.054725196
0.99791443,0.9696562,0.042162362,0.031578615,0.0027393121,0.77556604,0.19738412,-0.03336466,-0.9789792,-0.048579045
0.968493,0.97438574,-0.023417663,-0.031409442,0.0002799573,0.8877561,0.111615896,-0.03205946,-0.44947243,-0.05279117
0.9967846,0.49993768,-0.38239908,0.06556092,0.0051599406,0.68224794,0.7018461,-0.032733403,-0.51845556,-0.053179044
0.99262303,0.7997342,0.20919289,0.2801455,0.0039990116,0.19435382,0.05871007,-0.034297775,-0.44318235,-0.052607127
0.9760542,0.7319875,0.07558113,-0.050925866,0.0023531262,0.2970875,0.43423343,-0.032306593,-0.7849837,-0.051516764
0.98536724,0.72860926,0.3945168,0.29043323,0.20454662,0.5252208,0.812165,-0.0325978,1.2038366,-0.05329978
0.99241346,1.0154372,-0.08392891,-0.110455096,0.0014314855,0.7845785,0.029206006,-0.033295576,-1.001146,-0.049348146
0.62633944,1.0589061,0.23525709,-0.19879627,-0.0029829722,0.93294966,0.94044405,-0.032963935,1.4049146,-0.054960072
0.9940067,0.92451316,-0.6725459,-0.64734054,-0.2575079,0.4411483,0.94896,-0.03261343,1.2840348,-0.054849744
0.99768114,0.990344,0.28237578,0.34936452,0.0016351248,0.86199915,-0.14321283,-0.032401666,-0.64664245,-0.05255656
0.99735755,0.8798515,0.06333405,0.053242207,0.0036288146,-0.1537058,0.85890895,-0.03325892,-0.6458831,-0.05230821
0.9944492,0.69120294,0.0410575,-0.08683382,0.003158288,0.56839603,0.38317773,-0.031816147,-0.85625595,-0.051918134
0.99868524,0.65152925,-0.45599896,-0.12198949,0.003576653,0.7660512,0.54428256,-0.03279238,0.2032079,-0.054092642
0.9875091,0.8649256,0.12604672,0.35419634,0.00070962857,0.40595207,-0.04469034,-0.033603318,-0.79915476,-0.052632164
0.9365317,0.23426837,0.3210902,-0.115045846,0.34324458,0.901615,0.69953156,-0.032285877,0.34947252,-0.05285102
0.9991192,0.9500225,0.10270284,0.035168327,0.00027097936,0.57025045,-0.011648091,-0.03260339,-0.94765896,-0.04844469
0.9958913,0.9901298,-0.016351279,0.03838671,0.0035864804,0.48410404,0.35878426,-0.03264394,-0.58851093,-0.05205976
0.9912736,0.961839,0.10703547,0.07617585,0.0010222251,0.98106766,-0.15811613,-0.032466598,-1.031131,-0.021454789
0.96376175,0.9503983,0.39133608,0.15513138,0.33035782,0.66918457,0.69478035,-0.03262549,-0.4540021,-0.050972175
0.9979124,0.6804097,-0.19098842,-0.036304012,0.007967988,-0.1084884,-0.47343943,-0.032714996,-1.0642834,-0.038716942
0.9944432,0.9548774,0.7192244,0.7280775,-0.0012479556,0.7918969,0.93493295,-0.032164473,1.653149,-0.053802256
0.9992369,0.9914578,0.018377874,0.07609258,0.0020733383,0.86050016,0.4634256,-0.032747846,-0.92699593,-0.051172704
0.9997165,0.9772719,0.0011146843,0.093540944,-0.027109453,0.23567161,-0.0685918,-0.033290137,-0.6506178,-0.05310646
0.66124725,0.18111199,0.07431331,-0.59669167,0.009856502,-0.43489596,0.17265755,-0.031581428,-0.5122645,-0.050402172
0.987807,0.9571227,0.6952185,0.6527908,0.15063281,0.362411,0.96113163,-0.032181248,2.1272018,-0.055657294
0.9994727,0.9304421,0.08608368,0.060731106,-0.46662548,0.4605324,0.9607831,-0.0325729,1.8916733,-0.055236652
1.0024251,0.9278802,0.106451616,0.04424931,0.13038504,0.37060866,0.5089347,-0.03312128,-0.093018085,-0.05202834
0.990291,0.99902874,-0.2264812,-0.24031624,-0.0015357082,0.94070387,0.85649633,-0.032463696,-0.34174246,-0.05433379
0.957728,0.8887719,0.38477316,0.37204078,-0.0020542014,0.58201444,0.8899707,-0.032317284,1.2468097,-0.053641748
0.6721501,0.711615,0.23238401,0.41221586,0.611332,0.5947358,1.0115355,-0.031628054,1.3678832,-0.05317995
0.99392396,0.9857186,0.04291721,0.04809971,0.0032111537,0.39388168,0.9149503,-0.033857998,1.466695,-0.053990602
0.9935445,0.98615104,0.3886456,0.4312815,0.0034323465,0.7149943,0.36928356,-0.032799684,-0.84279513,-0.046104565
0.9828668,0.31787902,0.1005545,-0.17960289,0.006894905,-0.17740402,0.12703636,-0.03240137,-0.6839671,-0.052328076
0.99726707,0.97890663,0.63358206,0.6249149,0.100487165,0.54635006,0.4395095,-0.03229114,-0.034028366,-0.05242129
0.032894757,0.5092707,0.19649449,0.0064237867,0.027871449,0.27861708,0.68565077,-0.0036392547,0.77829367,-0.059676904
1.0009886,0.5713736,-0.11684564,-0.2444123,0.004976401,0.51584226,0.5366368,-0.03326812,-0.49967405,-0.054645408
0.9580175,0.2954908,0.27767983,-0.09902947,0.54265505,0.95427734,0.42455497,-0.031637494,-0.47215053,-0.05089647
1.0012374,0.9938711,-0.119369835,-0.11312464,0.0026058462,0.90336233,-0.16878882,-0.03207072,-0.852731,-0.05075683
1.0001799,0.8959588,0.3984023,0.3128688,-0.00025067676,0.46402764,0.55467767,-0.03217234,0.1707775,-0.05361583
0.9915537,1.005472,-0.18526766,-0.1989257,0.0012428331,0.9735456,0.6814027,-0.03221856,-0.74667627,-0.0507463
1.0028211,0.9819788,-0.37237287,-0.40608227,0.0010967198,0.84995526,0.58552086,-0.032818194,-0.84664375,-0.046508893
0.89739966,0.7035472,0.3539786,0.007871792,-0.12181875,0.86908716,0.26731706,-0.03347119,-0.7981596,-0.055442724
1.0000435,0.72572285,0.7386257,0.52825963,0.0009191724,0.93520653,0.265728,-0.031563185,-0.67938983,-0.050558396
0.89051634,0.736913,0.23702908,0.30690032,0.5333075,0.7638383,0.9625772,-0.031766333,0.6613481,-0.05220703
1.001274,0.6585019,-0.07363877,-0.21082577,0.0027880054,0.43263996,0.8867879,-0.033322096,1.2545389,-0.054086022
0.9975458,0.93039936,0.5822035,0.4893431,0.00081280794,0.24063405,0.31722796,-0.033091143,0.1050126,-0.052580137
0.98337233,0.91883713,0.5632005,0.49991196,-0.0019593444,0.8687697,0.31442437,-0.031517424,-1.0013317,-0.028491499
0.95293033,0.8738121,0.6869209,0.31609732,-0.0024963263,0.74994266,0.616839,-0.029340325,-0.85848165,-0.05331655
0.99372554,0.97190154,0.62392706,0.57308555,0.0011388155,0.7034133,0.038998395,-0.032638226,-0.7484051,-0.05313538
-0.09060166,1.0573891,1.4732512,-0.0069156284,-0.0075945016,0.83962274,0.9346142,-0.024839494,0.49216342,-0.053732738
0.9973418,0.98367983,-0.4027692,-0.3723576,-0.0017330294,0.93695873,0.9362001,-0.032811105,0.95748854,-0.054072488
0.9943928,0.981524,-0.017446216,-0.14047897,0.43178615,0.85718685,0.6055184,-0.032531865,-0.5249211,-0.051738642
0.9880219,0.992644,0.79271674,0.7499861,-0.00087519933,0.74331295,0.2177183,-0.031448495,-0.6597237,-0.05345272
0.9982721,0.95378083,-0.42203355,-0.35443473,0.0019159372,0.947959,0.26155508,-0.033066925,-0.15892749,-0.05265688
0.98893327,0.6621143,0.9562752,0.5629129,0.0032084193,0.59504944,0.81441474,-0.023865312,0.4854866,-0.053347185
0.9960342,0.99308527,-0.6791111,-0.6063286,-0.00021510768,0.8910362,0.881917,-0.03281393,0.032736454,-0.054142162
0.99621665,0.9920031,0.669768,0.64435625,-0.0014398192,0.673281,0.76238,-0.032047752,1.3840945,-0.054768164
0.9855737,0.9774387,-0.45798945,-0.38049245,0.0009285825,0.6064476,0.3515261,-0.032634195,0.8895266,-0.053828735
0.98561156,0.9837345,0.90125185,0.8729607,-0.000485981,0.30082244,0.91666937,-0.028306583,1.337986,-0.052711464
0.9634778,0.17636168,0.040128384,0.11747029,0.006302161,-0.39572915,0.4343137,-0.031004755,-0.5773176,-0.05231897
0.9958184,0.9294845,-0.17026195,-0.13801065,0.006044453,0.8292608,0.111243665,-0.033075754,-1.0658202,-0.024792682
1.0248333,0.9126114,0.8849935,1.002466,0.0016916859,0.29258558,0.4434323,-0.025246574,-0.77846354,-0.04856357
0.99884623,0.8167709,0.0586035,0.04623191,0.0028279852,0.3420913,-0.043922693,-0.0331658,-1.1043062,-0.01015807
1.0002886,0.98973346,-0.53755647,-0.42116296,0.0011216867,0.93916684,0.94193166,-0.03280368,1.4033124,-0.056022562
0.9507852,0.99795985,0.67753273,0.71392024,0.0020789076,0.9030949,0.92722064,-0.03322809,1.6845545,-0.054140855
0.99510896,1.00198,0.94348234,0.86072505,-0.0010746737,0.95324475,0.2664706,-0.03223053,-0.5235856,-0.054281317
0.99769354,0.99527174,-0.1981399,-0.19945613,-0.0011675154,0.9566403,0.9498836,-0.032641277,1.1827302,-0.05421806
0.993405,0.9579318,-0.29791582,-0.31622958,0.0009657721,0.28261992,0.9086839,-0.032872505,1.3209018,-0.053895976
0.9996246,0.99478596,-0.09031281,-0.13080141,0.0017991978,0.5605019,-0.2959545,-0.03284767,-0.86129916,-0.050311826
0.97540915,0.87475395,0.6080185,0.3898062,0.0033836532,0.4480566,0.9338703,-0.03293801,1.5284554,-0.053532995
0.8979028,0.9596738,0.5704736,0.6126768,0.0013805161,0.9881909,0.59932995,-0.033471182,0.84853387,-0.054456156
0.8954341,0.9472151,-0.41604888,-0.42468792,-0.17736632,0.036789212,0.7760149,-0.033164047,-0.23909518,-0.05418703
0.99089617,0.7595514,0.6910111,0.40545863,-0.0004800578,0.109696634,0.4608089,-0.03178521,-0.63460666,-0.052048456
0.9979634,0.98358595,0.04978727,0.061355926,0.0005925986,0.9712064,0.16802019,-0.032432035,-0.8562157,-0.048188873
0.9932257,0.9673333,-0.27162045,-0.290992,-0.0008974393,0.91258943,0.9405619,-0.03232138,-0.10998673,-0.054345947
0.98687816,1.0211393,0.05369656,0.05204305,5.776238e-05,0.6123894,0.84574527,-0.03226637,0.5731277,-0.053884525
0.99235547,0.99651617,0.72609454,0.6679778,0.000108247514,-0.0896379,1.035004,-0.033237703,0.6169195,-0.055299655
0.86468893,-0.16895568,0.5158387,-0.08221763,0.018528635,-0.43265554,0.08688316,-0.030602526,-0.509412,-0.05121187
0.9937706,0.96555513,-0.43933952,-0.4512474,0.0031949934,0.9399387,0.09674436,-0.033503607,-0.89917,-0.051123068
0.99606735,0.98384863,-0.32568544,-0.33641025,0.0019165407,0.9003615,-0.06723687,-0.032826297,-0.8886233,-0.05176412
0.9959776,0.9619198,0.6170364,0.49731418,0.00034729566,0.77441895,0.48469126,-0.032600436,-0.91788965,-0.050562955
0.9963134,0.9478464,0.9060415,0.6942256,0.033469055,0.37573308,0.8261994,-0.029952753,1.1469293,-0.054607242
0.9832535,0.9683244,-0.6229504,-0.59283745,0.0031309705,0.69672614,0.7583692,-0.03331749,-0.18064962,-0.054112405
1.0029372,0.989804,0.14712505,0.07262674,0.0023769718,0.8554254,0.296282,-0.03258484,-0.94992733,-0.04838562
0.79889375,0.94436914,-0.6640043,-0.7803551,0.31078273,-0.44800112,0.8690108,-0.032484647,1.2401826,-0.052495193
0.98391676,0.99488294,-0.2578196,-0.22260994,0.0034416486,0.2696891,0.7222241,-0.033504236,-0.5259515,-0.052963525
0.9920043,0.9938375,0.19092685,0.18964562,0.00021214214,0.804584,0.7110047,-0.032537036,-0.112474,-0.053439483
1.0007741,0.875518,0.14832288,0.18362758,0.001377059,0.44773394,0.9730083,-0.032660265,1.8420825,-0.05516419
0.996947,0.9818089,0.8139834,0.79513144,-0.0041074473,0.8563074,0.9479642,-0.032609105,1.0093677,-0.054171614
0.99020237,0.90853244,0.7191182,0.5205874,0.00036694284,0.7581792,0.5628258,-0.031763684,-0.33882067,-0.05434996
0.99011254,0.94527644,0.7703994,0.62922907,-0.0008137991,0.41653377,0.5982652,-0.03078894,-0.6376769,-0.053109046
0.9918223,1.0231026,-0.05377054,-0.056607366,0.00030036818,0.94134414,0.6651754,-0.032539017,-0.14665397,-0.054659236
1.0025644,0.9667238,0.93796694,0.9149577,-0.001590347,0.53060114,0.36880714,-0.030016366,-0.7998929,-0.05055647
0.9937923,0.95092165,0.3003905,0.19935079,-0.0020882506,0.8197215,1.0161028,-0.03254483,1.9267193,-0.054717064
0.99865735,0.9812411,0.14801367,0.15218095,-0.000113884096,0.9581132,0.9231635,-0.03282031,-0.31670055,-0.05193757
0.97760385,0.90693665,-0.03407192,-0.09180108,0.39337894,0.904954,0.43727657,-0.032341912,0.03702573,-0.052780762
0.9966591,0.975329,-0.23875201,-0.23071009,-0.00095707376,0.9324516,0.80161995,-0.03289719,-0.35493198,-0.05333345
0.99162287,0.40871686,-0.43754005,-0.54692084,0.003280593,0.9591305,0.9570623,-0.032295696,-0.66952,-0.05272803
0.9808477,0.975459,-0.26650888,-0.254982,0.0039079282,0.806797,0.9764564,-0.03303166,1.4813966,-0.054508913
0.94521105,0.9862815,0.77661884,0.7358514,0.0019942839,0.03902254,0.22656083,-0.034057703,0.63585,-0.053679578
1.0000099,1.0013161,0.45933217,0.41742095,-0.0026560072,0.93923026,0.77011716,-0.032291528,0.8619588,-0.054784384
0.9738146,0.98280156,-0.11416417,0.016570255,0.0017831604,0.84316593,0.8928822,-0.032957856,1.2900716,-0.054610398
0.210161,0.9476764,0.60941684,0.23100987,0.1473776,0.14241424,0.8752271,-0.026101807,0.16787004,-0.05655588
0.9925038,0.99229515,-0.39396596,-0.37179708,-0.0007230734,0.7638051,0.79077655,-0.03267991,0.3864196,-0.05415611
0.9913032,0.9991293,-0.16885227,-0.15705287,-0.0007085708,0.9073853,0.94578457,-0.03255158,1.646733,-0.055008955
1.0009315,0.9939246,-0.5867225,-0.57704556,0.0006103049,0.86641574,0.49779618,-0.032779533,0.7045217,-0.054580707
0.9898769,0.9421064,-0.33062214,-0.379036,0.0070940536,0.9340286,-0.21953383,-0.033082906,-1.0611159,-0.023558905
0.99423486,0.95217544,0.24583375,0.21849434,0.0026388,0.8788222,0.10600042,-0.0327976,-0.95058906,-0.026735991
0.99983984,0.9928577,0.5990374,0.6303704,0.0032244232,0.20021117,0.0076680467,-0.034206875,-0.8816254,-0.049866106
0.9286523,0.9171637,-0.14590296,-0.14446464,0.001889659,0.7230754,0.66301495,-0.03322062,-0.7384094,-0.052516073
1.0029787,0.95649254,0.4516022,0.4446919,-0.00018140498,0.8983082,0.43598238,-0.03256674,-0.93754685,-0.046557497
0.9288049,0.9869718,0.998565,0.9011522,-0.0014367496,0.622783,0.7982875,-0.032493953,0.78883636,-0.055961415
1.0028164,0.9917178,0.60486066,0.616323,0.0012417751,0.70184016,-0.23426065,-0.032774944,-1.1236519,-0.0245897
0.81841916,0.76062566,-0.0464552,0.72061163,0.0041774046,0.75832105,0.2374194,-0.03242614,-0.08774398,-0.054733865
0.97323865,0.99499136,0.021736208,-0.10654476,0.0031990279,0.47517657,0.14888516,-0.033820897,-0.96723086,-0.052602913
0.99828595,0.7676415,0.57711476,0.57501185,0.0018763262,0.8205333,0.84969556,-0.030927172,-0.4675744,-0.053671017
0.9971019,0.9529889,0.5255735,0.44403926,0.0005652922,0.9702557,0.052194178,-0.032444615,-0.892269,-0.04421883
0.9188863,1.0106335,0.5653257,0.5113664,0.0013210679,0.46060574,0.75678515,-0.023087783,1.5112079,-0.057112794
